Anno,Identificador PAA,Entidad,NIT,Localización,DescripcionUbicacion,Mision/Vision,Perspectiva Estrategica,Presupuesto Menor Cuantia,Presupuesto Minima Cuantia,Presupuesto Global,Fecha Primera Publicación,Mes Proyectado,Identificador Item,Categoria Principal,Precio Base,Ultima Fecha Modificacion,Version,Referencia Contrato,Referencia Operacion,Fecha Publicacion,Modalidad,Contacto,UNSPSC - Codigo Producto,UNSPSC - Nombre Producto,UNSPSC - Codigo Clase,UNSPSC - Nombre Clase,UNSPSC - Codigo Familia,UNSPSC - Nombre Familia
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.44367822.114335237,V1.93151501,150000000,2019-01-04 00:00:00,533,CD-SMA-023-2018,CD-SMA-023-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.93151501,Servicios financieros o de  gestión  administrativa de empresas  públicas,V1.93151500,Administración pública,V1.93150000,Servicios de administración y financiación pública
2019,CO1.APP.528719,SUBCUENTA PARA LA ADMON DE LOS RECURSOS Y MANEJO SPN FONAM - DTOR,901037393,CO-MET,Meta,"Misión:

Conservamos las áreas protegidas del Sistema de Parques Nacionales Naturales de Colombia, lideramos el Sistema Nacional de Áreas Protegidas y promovemos otras estrategias de conservación, con la participación de diversos actores, impulsando modelos de gobernanza.

Visión:

Parques Nacionales Naturales de Colombia es reconocida por los beneficios naturales, culturales, sociales y económicos que genera la conservación de sus áreas protegidas para la Nación Colombiana y el mundo.",No Definido,372652200,37265220,6422441768,2019-01-14 18:28:50.517000000,Marzo,CO1.APPNA.77960501.159495259,V1.78181701,10000000,2019-12-02 00:00:00,48,DTOR-IP-011-19,DTOR-IP-011-19,2019-01-14 18:28:50.517000000,CCE-10-Minima_Cuantia,sandra liliana pinzon rincon,V1.78181701,Servicio de abastecimiento de combustible para vehículos,V1.78181700,Servicios de soporte de llenado de combustible de vehículos y almacenamiento de vehículos,V1.78180000,Servicios de mantenimiento o reparaciones de transportes
2018,CO1.APP.346609,FUERZA AÉREA COLOMBIANA,899999102,CO-DC-11001,Distrito Capital de Bogotá,"MISIÓN
La Fuerza Aérea Colombiana ejerce y mantiene el dominio del espacio aéreo, conduce operaciones aéreas, para la defensa de la soberanía, la independencia, la integridad del territorio nacional, el orden constitucional y el logro de los fines del Estado.
VISIÓN
Una Fuerza Aérea Colombiana desarrollada tecnológicamente, con el mejor talento humano y afianzada en sus valores, para liderar el poder aeroespacial y ser decisiva en la defensa de la nación.","Consolidar una Fuerza Aérea decisiva y efectiva en cumplimiento del artículo 217 de la Constitución Nacional, y responsable administrativamente para el cumplimiento de su misión, dentro de las políticas del Buen Gobierno.",781242000,78124200,685618270992,2018-01-05 15:20:35.117000000,Agosto,CO1.APPNA.52355440.112005142,V1.56101520,1499400,2018-12-20 00:00:00,336,033-00-P-EPFAC-GRUAL-2018,033-00-P-EPFAC-GRUAL-2018,2018-01-05 15:20:35.117000000,CCE-10-Minima_Cuantia,LADY JOHANNA LÓPEZ RAMÍREZ,V1.56101520,Casilleros (lockers),V1.56101500,Muebles,V1.56100000,Muebles de alojamiento
2016,CO1.APP.70007,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI,899999004,CO-DC,Distrito Capital de Bogotá,"Producir, proveer y divulgar información y conocimiento, en materia de cartografía, agrología, catastro, geografía y tecnologías geoespaciales, y regular su gestión, en apoyo a los procesos de planificación y desarrollo integral del país. El Instituto Geografico Agustin Codazzi será reconocida en 2014 por ser la entidad líder en la producción y difusión de información, productos, servicios y conocimientos en cartografía, agrología, catastro, geografía y tecnologías geoespaciales, en el ámbito nacional y latinoamericano.","De acuerdo con las (6) estrategias  establecidas en el IGAC se definio como PERSPECTIVA ESTRATEGICA la siguiente: Investigar, desarrollar, producir y actualizar la información geográfica a nivel nacional e internacional en apoyar a los procesos de planificación y desarrollo integral del país.",310254750,31025475,132417837204,2016-05-24 22:39:09.707000000,Octubre,CO1.APPNA.11091827.21355489,V1.86101610,6144000,2016-12-29 00:00:00,35,CD 1629 DE 2016,CD 1629 DE 2016,2016-05-24 22:39:09.707000000,CCE-05-Contratacion_Directa,Dennis Adriana Torres Losada,V1.86101610,Servicios de formación profesional en ingeniería,V1.86101600,Servicios de capacitación vocacional científica,V1.86100000,Formación profesional
2016,CO1.APP.70007,INSTITUTO GEOGRÁFICO AGUSTÍN CODAZZI,899999004,CO-DC,Distrito Capital de Bogotá,"Producir, proveer y divulgar información y conocimiento, en materia de cartografía, agrología, catastro, geografía y tecnologías geoespaciales, y regular su gestión, en apoyo a los procesos de planificación y desarrollo integral del país. El Instituto Geografico Agustin Codazzi será reconocida en 2014 por ser la entidad líder en la producción y difusión de información, productos, servicios y conocimientos en cartografía, agrología, catastro, geografía y tecnologías geoespaciales, en el ámbito nacional y latinoamericano.","De acuerdo con las (6) estrategias  establecidas en el IGAC se definio como PERSPECTIVA ESTRATEGICA la siguiente: Investigar, desarrollar, producir y actualizar la información geográfica a nivel nacional e internacional en apoyar a los procesos de planificación y desarrollo integral del país.",310254750,31025475,132417837204,2016-05-24 22:39:09.707000000,Octubre,CO1.APPNA.11091827.21355489,V1.86101610,6144000,2016-12-29 00:00:00,35,CD 1657 DE 2016,CD 1657 DE 2016,2016-05-24 22:39:09.707000000,CCE-05-Contratacion_Directa,Dennis Adriana Torres Losada,V1.86101610,Servicios de formación profesional en ingeniería,V1.86101600,Servicios de capacitación vocacional científica,V1.86100000,Formación profesional
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.42546667.114343597,V1.80161500,57222858,2019-01-04 00:00:00,533,CD-SF-GGT-21-2018,CD-SF-GGT-21-2018,2018-01-03 22:38:36.197000000,CCE-16-Servicios_profesionales_gestion,Juan José Oyuela Soler,V1.80161500,Servicios de apoyo gerencial,V1.80160000,Servicios de administración de empresas,V1.80000000,"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.42546667.114343597,V1.80161500,57222858,2019-01-04 00:00:00,533,CD-SF-GGT-21-2018,CD-SF-GGT-21-2018,2018-01-03 22:38:36.197000000,CCE-16-Servicios_profesionales_gestion,Juan José Oyuela Soler,V1.80161500,Servicios de apoyo gerencial,V1.80160000,Servicios de administración de empresas,V1.80000000,"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.42546667.114343597,V1.80161500,57222858,2019-01-04 00:00:00,533,CD-SF-GGT-21-2018,CD-SF-GGT-21-2018,2018-01-03 22:38:36.197000000,CCE-16-Servicios_profesionales_gestion,Juan José Oyuela Soler,V1.80161500,Servicios de apoyo gerencial,V1.80160000,Servicios de administración de empresas,V1.80000000,"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos"
2019,CO1.APP.512802,ESTABLECIMIENTO PENITENCIARIO ALTA Y MEDIANA SEGURIDAD Y CARCELARIO ALTA SEGURIDAD DE POPAYAN INPEC POPAYAN,817005159,CO-CAU-19001,Cauca,"Misión: Contribuimos al desarrollo y resignificación de las potencialidades de las personas privadas de la libertad, a través de los servicios de tratamiento penitenciario, atención básica y seguridad, fundamentados en el respeto de los derechos humanos. Visión: El INPEC será reconocido por su contribución a la justicia, mediante la prestación de los servicios de seguridad penitenciaria y carcelaria, la atención básica, la resocialización y la rehabilitación de la población reclusa, soportadas en una gestión efectiva, innovadora y transparente e integrada por un talento humano competente y comprometido con el país y la sociedad","El INPEC cuenta con un una (1) Sede Central o Dirección General ubicada en Bogotá, seis (6) Direcciones Regionales (Central en Bogotá, Occidente en Cali, Norte en Barranquilla, Oriente en Bucaramanga, Noroeste en Medellín y la Viejo Caldas en Pereira), una (1) Escuela de Formación ubicada en Funza Cundinamarca y ciento treinta y ocho (138) Establecimientos de Reclusión del orden nacional.",828126000,82812600,2824356272,2019-01-30 18:30:36.173000000,Octubre,CO1.APPNA.86021016.156268196,V1.50211500,107399500,2019-10-31 00:00:00,12,MC022-2019,MC022-2019,2019-01-30 18:30:36.173000000,CCE-10-Minima_Cuantia,SANDRA PATRICIA HOYOS DELGADO,V1.50211500,Tabaco y substitutos,V1.50210000,Tabaco y productos de fumar y substitutos,V1.50000000,"Alimentos, Bebidas y Tabaco"
2018,CO1.APP.349203,ALCALDIA LOCAL DE TEUSAQUILLO (oficial),899999061,CO-DC-11001,Distrito Capital de Bogotá,"En la Secretaría Distrital de Gobierno lideramos la articulación eficiente y efectiva de las autoridades distritales para mejorar la calidad de vida de todos los bogotanos.
Garantizamos la convivencia pacífica y el cumplimiento de la ley en el Distrito Capital, protegiendo los derechos y promoviendo los deberes de los ciudadanos.
Servimos a todos los bogotanos y promovemos una ciudadanía activa y responsable.
La Secretaría Distrital de Gobierno, será en el 2020 la entidad líder en la articulación de un gobierno democrático, efectivo y confiable para la ciudadanía, reconocida por su modelo de buen gobierno, gestión por sus resultados, innovación institucional.","Fortalecer la capacidad institucional y para el ejercicio de la función policiva por parte de las autoridades locales a cargo de la Secretaría Distrital de Gobierno.

Articular efectivamente el esquema institucional y de participación social para la formulación, implementación y evaluación de políticas y estrategias orientadas a la promoción, prevención y protección de los Derechos Humanos en el Distrito Capital y el respeto a la dignidad humana.

Articular la formulación y ejecución de lineamientos para el uso del espacio público.

Fortalecer las relaciones estratégicas de la Administración Distrital con los actores políticos sociales.

Incrementar la capacidad de atención y respuesta a situaciones de conflictividad social en el Distrito Capital.

Integrar las herramientas de planeación, gestión y control, con enfoque de innovación, mejoramiento continuo, responsabilidad social, desarrollo integral del talento humano, articulación sectorial y transparencia.

Asegurar el acceso de la ciudadanía a la información y oferta institucional.",218747760,21874776,16179571571,2017-12-28 20:19:08.070000000,Enero,CO1.APPNA.44092818.112637895,V1.80111500,49500000,2018-12-27 00:00:00,48,CPS-47-2018,CPS-47-2018,2017-12-28 20:19:08.070000000,CCE-16-Servicios_profesionales_gestion,GLADYS ESTELLA MOLANO ROZO,V1.80111500,Desarrollo de recursos humanos,V1.80110000,Servicios de recursos humanos,V1.80000000,"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos"
